AOA,CA
0.52601320664144,0.359057454794332
1.78875645315549,0.356087912319437
3.14886803544382,0.35607828301229
4.53835458166979,0.354173578089731
5.45384447694422,0.352529391148
6.78198099015451,0.349457805623059
8.14006702247011,0.345210367943034
9.44673170480843,0.343058450870263
10.4329974593566,0.343056828402268
11.8942243651764,0.344197232536161
13.1547220461002,0.346735307908496
14.4762539161564,0.352675962932981
15.5725757182067,0.355466370509841
16.8006994891285,0.360004915188002
18.1119500728079,0.364477791787208
19.5112403741317,0.370475480660338
20.483107657623,0.374594394544317
21.8118164217415,0.379311961382068
23.1230126553571,0.383045055971375
24.4956593400248,0.388398840685337
25.4358578726207,0.390733985626261
26.7803777020868,0.396102238455938
28.057103962845,0.399335108519009
29.4200374948358,0.404258721098952
