Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),CGX(m),CGY(m),CGZ(m),CPZ(m),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,WindX(m/s),WindY(m/s),WindZ(m/s)
13.537544460997081,0.008552290841119813,27.996498105356544,27.9498234488553,-257.6136856261447,16.803376143294642,-16.390984092121315,-9.772359369045533e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3933185982752434,-127.80590332542158,56.23141224675986,-470.0859007116688,85.0,85.0,0.3,0.5662300638960402,50.0,224.3204493669651,-99.80940522006503,84.18123569561516,-727.6995863378135,13192677.641610011,27.034698486317634,-6.14472092723131,0.0
13.537544460997081,0.009146874981215714,29.88912831710853,30.078537364636972,-257.64023781887363,18.029728806265325,-17.479277186207277,-1.0907390041133815e-18,1.225,0.0,0.0,-2.8000000000000003,-3.3921589566745745,-127.64936801495104,56.40180169579076,-470.10801986318666,85.0,85.0,0.3,0.5662315100040792,50.0,224.595059283156,-97.76023969784251,86.48033906042772,-727.7482576820603,13192711.334694168,27.034698438791068,-6.144719979980902,0.0
13.553122708795952,0.009585751302507746,31.075308270249725,31.47676563072705,-257.01497347088673,18.74015794715765,-18.0703874239991,-1.0892887543988619e-18,1.225,0.0,0.0,-2.8000000000000003,-3.388522894431974,-127.48596308870565,56.762227000862985,-470.1085192122608,85.0,85.0,0.3,0.565548909887854,50.0,224.8148269819982,-96.41065481845592,88.23899263159004,-727.1234926831476,13176807.334066717,26.990441723928733,-6.202113634680752,0.0
13.560911832695387,0.011156862545388948,36.066703250644984,36.69136704707981,-256.85680971274064,21.55010987577806,-20.754387894211042,-1.555400961807062e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3814916571432927,-127.43071255749545,56.91509078839791,-470.104786967312,85.0,85.0,0.3,0.5652997381852412,50.0,225.02221731002356,-91.36400930685048,93.60645783547773,-726.9615966800527,13171001.845874578,27.16479965619933,-6.034305878175837,0.0
13.599857452192564,0.018704234671835865,60.375747953640534,62.06213937188436,-256.2121998775834,34.53790933916477,-33.17154121287976,4.98916290747163e-18,1.225,0.0,0.0,-2.8000000000000003,-3.3530593959479518,-127.1982756772318,57.63220053615217,-470.07921924769664,85.0,85.0,0.3,0.5640639400190293,50.0,225.519458459858,-66.82252772359126,119.69433990803654,-726.2914191252801,13142208.80241668,28.036823335029972,-5.195013068040059,0.0
13.606781117880951,0.018989282361394064,61.05908898639818,62.6750686358008,-255.9621144323758,34.626006350301665,-33.30582885563321,1.5692281310066826e-17,1.225,0.0,0.0,-2.8000000000000003,-3.349060100496531,-127.0889408397671,57.82531887617979,-470.0848711756587,85.0,85.0,0.3,0.5637735005283281,50.0,225.48317488294322,-66.02985185336892,120.50038751198059,-726.0469856080344,13135441.80995279,28.05298989868005,-5.184654730463663,0.0
13.615435699991435,0.019343464160889917,62.04101469872075,63.79576605161475,-255.6539723097962,35.12061085545669,-33.72856215402699,1.3463878325039295e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3471786158792933,-127.0486736265108,57.97377060677806,-470.07721643988003,85.0,85.0,0.3,0.5634140327712587,50.0,225.5395334405522,-65.00765892779006,121.76953665839281,-725.7311887496762,13127066.517745692,28.0695495921053,-5.175350679564894,0.0
13.615435699991435,0.01919265190788499,61.74733307558221,63.639265424200836,-255.6475960108648,35.28227310203195,-33.808081522171236,-5.099638664948343e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3510705914629146,-127.2102629665346,57.81088280198729,-470.0535754421783,85.0,85.0,0.3,0.5634204548507633,50.0,225.60305681300014,-65.46292989095238,121.45014822618813,-725.7011714530431,13127216.146721786,28.06954959900116,-5.175350798469425,0.0
13.630728533405986,0.019561988514061608,62.65062233673848,64.70531881846594,-255.08226773876007,35.70029230404513,-34.14336193200144,-8.886877448573634e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3484674758303514,-127.22237802474169,57.98523274438717,-470.02837058384995,85.0,85.0,0.3,0.5627859731826625,50.0,225.66870667767807,-64.57175568800321,122.6905515628531,-725.11063832261,13112433.264903098,28.098814592619988,-5.158902587400224,0.0
13.638374950113262,0.019593176214660366,62.58464088839409,64.6972525127824,-254.78689872928828,35.634649233579836,-34.04898151701137,-2.9391274024043067e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3475307486464185,-127.27769672779594,58.02091811399436,-470.0087656999627,85.0,85.0,0.3,0.5624692678130809,50.0,225.6960800296661,-64.69305583940185,122.71817062677675,-724.795664429251,13105054.299859267,28.11344798899381,-5.150660099888367,0.0
13.676607033649638,0.021593198397839224,68.56584405495354,71.10349648300051,-253.61412850498,38.53816962262377,-36.74262311697067,-4.068868164832072e-18,1.225,0.0,0.0,-2.8000000000000003,-3.339048598874595,-127.61553634569736,58.13572802748682,-469.901837186387,85.0,85.0,0.3,0.5610248873267766,50.0,225.8120428850528,-59.04969229074382,129.23922451048733,-723.515965691367,13071401.466209754,28.461561134042853,-4.8344823489155955,0.0
13.683403848500548,0.02201721174483746,69.93628380552133,72.49360914456716,-253.426441794399,39.20246536727187,-37.399726734459904,-3.1201897202106456e-15,1.225,0.0,0.0,-2.8000000000000003,-3.337877695945728,-127.70242634066872,58.14349168585551,-469.8770713303283,85.0,85.0,0.3,0.5607809682675876,50.0,225.80479373977957,-57.766142535147395,130.63710083042267,-723.3035131247273,13065718.360130247,28.544819106899457,-4.756891909922447,0.0
13.691899867064189,0.02246102549014214,71.24951236751834,73.90398550828138,-253.18236391482188,39.81630796861123,-37.966730276909246,-3.1202982118787714e-15,1.225,0.0,0.0,-2.8000000000000003,-3.335921268750598,-127.83929611345026,58.1018648512583,-469.84475247604155,85.0,85.0,0.3,0.5604742067451441,50.0,225.8287613534089,-56.589783745931925,132.0058503595397,-723.0271163908634,13058571.078245215,28.648900526907596,-4.659890242670544,0.0
13.691899867064189,0.022474120422526698,71.20347988040513,73.91594266895137,-253.18145227918114,39.77282014012999,-37.89343148403154,-1.333412850415391e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3352436076028993,-127.82868588361632,58.097843155274305,-469.84813659188654,85.0,85.0,0.3,0.5604720396934467,50.0,225.85178335310303,-56.62520600321119,132.0137858242257,-723.0295888710677,13058520.587788597,28.648900502603222,-4.659889853616157,0.0
13.707398558438257,0.022735461972379196,71.74513298325022,74.54979147684408,-252.64696417988705,39.94440712126504,-38.02275151209952,-1.7772112692800143e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3330009953390336,-128.0714928416332,58.03312047965772,-469.7895562952484,85.0,85.0,0.3,0.5598742401574459,50.0,225.88216346643486,-56.32635985838297,132.5829119565018,-722.4365204751355,13044592.368367508,28.76213371078172,-4.559567398909781,0.0
13.71514790412529,0.022381099070423908,70.36505285495097,73.1556967717371,-252.3119715935826,39.18911435234271,-37.27642288905074,-1.33286845034959e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3328415245062892,-128.24961760516257,57.94104871718777,-469.75210004253313,85.0,85.0,0.3,0.5595544578658095,50.0,225.89425308935995,-57.884564750211595,131.09674548892485,-722.0640716361157,13037141.713663606,28.776789525406546,-4.551349097634713,0.0
13.753894632560462,0.020124129386000063,61.989984237251676,64.63755782364171,-250.58579799450513,34.660781701958655,-32.82897548677694,4.4230774985668295e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3330479335351804,-129.20461186497997,57.415713033188695,-469.5537320288577,85.0,85.0,0.3,0.5579345077788501,50.0,225.9520061535308,-67.21462762772829,122.05327085683041,-720.1395300233628,12999398.2580341,28.803215752289553,-4.557090876486351,0.0
13.760782939837824,0.019054366683275013,58.258323479222014,61.00375095453172,-250.19149130467946,32.83288801242651,-30.943257422863827,-4.489622671611727e-16,1.225,0.0,0.0,-2.8000000000000003,-3.334837612772382,-129.43001053345495,57.30910197973144,-469.5044769088387,85.0,85.0,0.3,0.5576109876383796,50.0,226.05668820288435,-71.17168705423293,118.31285293426316,-719.6959682135182,12991860.514639786,28.733344727873096,-4.632670637008404,0.0
13.769393323934528,0.017672377662646753,53.551651404404744,56.13183765069074,-249.69961879758458,30.286594592316295,-28.483789549859523,-2.225584219482311e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3359080584161114,-129.70232635133482,57.12042224862736,-469.45206690644216,85.0,85.0,0.3,0.5572038571922184,50.0,226.0631420044814,-76.15067494693008,113.25225989931809,-719.1516857040267,12982374.722420752,28.645997708855916,-4.727148706681137,0.0
13.769393323934528,0.017754425070403614,53.82442407513824,56.25080525498696,-249.7030826416593,30.280785155082043,-28.565235768687995,-4.446020752392507e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3346819606459004,-129.65228101144132,57.13156965386275,-469.4645343547493,85.0,85.0,0.3,0.5572008207787568,50.0,225.98110875173072,-75.82785693630308,113.3823749088497,-719.1676169964086,12982303.976576362,28.64599767688988,-4.727148194445959,0.0
13.784916608931752,0.015325104119728842,45.65664225564617,47.849427039225205,-248.84337746855073,25.842879526602403,-24.25186191319508,-2.2246065451338164e-16,1.225,0.0,0.0,-2.8000000000000003,-3.335842197673689,-130.12994455957937,56.819870725360815,-469.36974209154204,85.0,85.0,0.3,0.5564685992192838,50.0,226.0131526917952,-84.4733023039332,104.66929776458602,-718.2131195600928,12965243.83863544,28.488500951739564,-4.897496764180222,0.0
13.792678251430363,0.01399749306103318,41.29333212048902,43.348305827387584,-248.41795178426332,23.44865706570612,-21.931758710278245,-6.665555824172805e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3362666609170524,-130.4116412302623,56.6183812501906,-469.3156785835943,85.0,85.0,0.3,0.556103964198265,50.0,226.02681326351157,-89.11830910977326,99.96668707757819,-717.7336303678576,12956748.153584663,28.409740770393952,-4.9826649824575275,0.0
13.83148646392342,0.014681945439313396,43.14210710722543,45.190139835010285,-247.22213228185637,24.274979609766476,-22.775102014391138,-4.42470381297335e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3327562802705106,-131.75178317354153,55.682194055747274,-469.05217968844863,85.0,85.0,0.3,0.5547647568128341,50.0,225.98627224545763,-88.6096760663161,100.87233389075756,-716.274311970305,12925545.763500169,28.969702515978106,-4.454723445630147,0.0
13.838385701699965,0.015468695241698114,45.60047849969099,47.910832895802294,-247.07756876670464,25.752276864794776,-24.108941996224655,2.2708963190855304e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3333191992950226,-131.90635810366436,55.63658485809096,-469.0139464002501,85.0,85.0,0.3,0.5545510896933752,50.0,226.0901071557448,-86.30587960397337,103.54741775389326,-716.0915151669548,12920567.50181933,29.108711642084465,-4.3213963194186595,0.0
13.847009748920645,0.015709162315396312,46.28899014542315,48.550058193261734,-246.84440621043203,26.02266484010009,-24.410396269319012,-4.392164343538437e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3318782572956405,-132.28133434840746,55.34046808381091,-468.94311557741156,85.0,85.0,0.3,0.5542808679620914,50.0,226.04694111694866,-85.9923442029843,103.89052627707264,-715.7875217878436,12914271.565909361,29.28248855466061,-4.154717707915667,0.0
13.847009748920645,0.015101834875045593,44.28381926267272,46.31214733269515,-246.79905827765037,24.73679624090067,-23.25517499207929,3.0745494243668066e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3298368554988658,-132.42663437361404,55.159448326634035,-468.92343323588756,85.0,85.0,0.3,0.5542770376688162,50.0,225.95206396598692,-88.14281511094131,101.47159565932918,-715.722491513538,12914182.323342295,29.282488560841188,-4.154717799480394,0.0
13.86276134434395,0.012685818853474473,36.438954651488885,38.17890898813939,-245.99722892219995,20.36302227686,-19.039506432233697,-2.217375793862402e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3281839896615253,-133.06397420312854,54.680119377668035,-468.7986774095651,85.0,85.0,0.3,0.5535699889648109,50.0,225.93787414586905,-96.62501955163965,92.85902836580743,-714.7959063317651,12897708.691467866,29.190704827780493,-4.259461782911659,0.0
13.870637142055601,0.011028729116869751,31.192179631971236,32.738239237215055,-245.56184668157533,17.41747761408645,-16.200633029212305,-6.657724726100183e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3260073659683074,-133.4184766461688,54.40218386564317,-468.73002441954145,85.0,85.0,0.3,0.5531926686712336,50.0,225.9232545205991,-102.22629701419757,87.14042310285822,-714.2918711011168,12888917.450383719,29.096857896100797,-4.359770478686821,0.0
13.910016130613863,0.004051752176694551,9.856692480614969,10.577768413225773,-243.66155550377786,5.0152212796811995,-4.268851900471127,2.240257554501525e-16,1.225,0.0,0.0,-2.8000000000000003,-3.255056374572263,-135.11436433769012,53.09310350120364,-468.39309167732705,85.0,85.0,0.3,0.5513810038523779,50.0,225.6479374168159,-125.25767185707515,63.67087191442941,-712.0546471811049,12846707.204983894,28.762990391410465,-4.725926271368701,0.0
13.917016839690888,0.0036450204492332722,8.623336826734953,9.481729510229593,-243.39476043929523,4.438382722296894,-3.610550438440277,6.153158801250321e-16,1.225,0.0,0.0,-2.8000000000000003,-3.2457338929294894,-135.35054668693607,52.96061869429451,-468.33969580003514,85.0,85.0,0.3,0.5510973735348333,50.0,226.08225529988516,-126.72720986020111,62.4423482045241,-711.7344562393304,12840098.860448094,28.774239509042,-4.720406588796508,0.0
13.925767726037169,0.0026160164437388253,5.626261120485632,6.299154383128263,-243.05392932006947,2.5947101990759602,-1.8756318046342173,5.59384981684674e-16,1.225,0.0,0.0,-2.8000000000000003,-3.1770602243026635,-135.7739314114566,52.61374906949055,-468.2559823070517,85.0,85.0,0.3,0.5507408136808222,50.0,225.83122338669713,-130.14767029097098,58.912903452618814,-711.3099116271212,12831791.319902573,28.78830189772592,-4.71350152863423,0.0
13.925767726037169,0.0021763506815752087,4.319610294588542,4.769319962896431,-243.0469820161818,1.6211515990214722,-1.036072505225067,2.836382535062022e-17,1.225,0.0,0.0,-2.8000000000000003,-3.0948216073304606,-135.8736679102533,52.480886701981376,-468.24196192706853,85.0,85.0,0.3,0.5507384093991793,50.0,225.02297314100923,-131.55405761566476,57.25020666487781,-711.2889439432504,12831735.302190525,28.788301895356973,-4.713501491311906,0.0
13.941231302372316,0.000512684133382146,-0.4895189405924662,-0.2819087502132342,-242.46140804218726,-1.3528453834088603,1.7921933548507725,9.080717880123905e-17,1.225,0.0,0.0,-2.8000000000000003,-6.744488471604353,-136.57402822927355,51.928651434139,-468.099310635928,85.0,85.0,0.3,0.550108647250753,50.0,220.53120201811552,-137.063547169866,51.646742683925766,-710.5607186781153,12817062.381155727,28.81315450436156,-4.70129190917355,0.0
13.94896309053989,0.00032098157522672576,-2.834472424949679,-2.752732977884864,-242.17426102006525,-2.8123002597105002,3.1761864930821933,2.5038342541977627e-16,1.225,0.0,0.0,-2.8000000000000003,-3.872544735355917,-136.92572006241195,51.650051976190156,-468.02716359649105,85.0,85.0,0.3,0.5497944014055617,50.0,56.02805311134199,-139.76019248736162,48.897318998305295,-710.2014246165563,12809740.720932847,28.825581386148688,-4.695168792528578,0.0
13.987622031377757,0.006332625532344541,-20.17483938376019,-20.906840245498625,-240.70346724796983,-13.246343578119358,13.142847745333087,-9.691991760403584e-21,1.225,0.0,0.0,-2.8000000000000003,-3.4422001121022063,-138.61067360038962,50.33279773002292,-467.6734516296234,85.0,85.0,0.3,0.5480798131407146,50.0,46.787964612010114,-158.78551298414982,29.425957484524293,-708.3769188775932,12769792.276460338,28.60579922719591,-4.946449985593582,0.0
13.994494731971157,0.007198790119901766,-22.684503141235744,-23.586473582936176,-240.45227363648618,-14.747785568363883,14.548586766382465,1.1004476647731153e-16,1.225,0.0,0.0,-2.8000000000000003,-3.4329913043822735,-138.83365767274836,50.17148484334048,-467.6244431315104,85.0,85.0,0.3,0.5477746709682146,50.0,46.798024263839125,-161.5181608139841,26.585011260404304,-708.0767167679966,12762682.724048104,28.565334214822386,-4.992504434081569,0.0
14.003085607712904,0.008512181589051593,-26.506590298911487,-27.589177396086548,-240.15142608272248,-16.934322470862764,16.636293365467694,6.653548304677452e-16,1.225,0.0,0.0,-2.8000000000000003,-3.420439262032724,-139.20281621967257,49.88481541664177,-467.54511317767947,85.0,85.0,0.3,0.5473930153139339,50.0,46.721596858188484,-165.70940651858405,22.295638020555224,-707.696539260402,12753790.472756509,28.513734337494142,-5.05108676693289,0.0
14.003085607712904,0.008786858678120539,-27.312325354211495,-28.39529452353891,-240.16206651279282,-17.353497987905758,17.0567103793954,4.445170935169845e-16,1.225,0.0,0.0,-2.8000000000000003,-3.4175632058534124,-139.30484354109086,49.7839391131062,-467.52547703684115,85.0,85.0,0.3,0.5473930970824022,50.0,46.667471223257664,-166.61716889530237,21.38864458956729,-707.687543549634,12753792.377892083,28.513734342417617,-5.051086847386237,0.0
14.018788890451589,0.011185107821407579,-34.3513252127237,-35.78497385232016,-239.63293836361555,-21.322888765839927,20.837058175803733,2.2237627262007726e-16,1.225,0.0,0.0,-2.8000000000000003,-3.4010049835563407,-139.9658609212624,49.27171426233062,-467.38184225916484,85.0,85.0,0.3,0.5466940200845076,50.0,46.60502467400639,-174.3171861339861,13.486740410010462,-707.0147806227803,12737504.479972238,28.416094590373444,-5.161485404347932,0.0
14.02664053182093,0.012286828274847237,-37.57854996705784,-39.18093320366293,-239.37271472619761,-23.10269209650402,22.52769989341553,4.444266313524347e-16,1.225,0.0,0.0,-2.8000000000000003,-3.394356708012897,-140.27025930714802,49.0421828867284,-467.31449708965346,85.0,85.0,0.3,0.5463449282750453,50.0,46.59049644828441,-177.84880927420585,9.861249683065466,-706.687211815851,12729370.938496403,28.367266829306015,-5.216674202797167,0.0
14.065898738667642,0.015727489783462674,-47.469171359023875,-49.736135611966006,-238.0987301168992,-28.437330099089824,27.51524221757504,-8.450886050766997e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3755205283576317,-141.6606531796272,48.028147337882515,-466.9991731329597,85.0,85.0,0.3,0.5447096091420814,50.0,46.64399688378252,-189.12982453865106,-1.7079882740834904,-705.0979032498589,12691269.397200795,28.342119781959948,-5.273605689596998,0.0
14.07287797544039,0.01550729122950714,-46.50133298417322,-49.09352444701735,-237.84671475877127,-28.058057405990127,26.955187790751037,1.1073245004825423e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3753730799329236,-141.77660453931054,47.938158021401605,-466.9730319281312,85.0,85.0,0.3,0.544447671094135,50.0,46.87141291267246,-188.27793752348376,-1.155366425615746,-704.8197466869025,12685166.464048764,28.394869008028987,-5.226495983681638,0.0
14.081602021406326,0.01567154663210074,-46.87795214934063,-49.499367397112024,-237.5617689121816,-28.21267209764237,27.09562800186334,8.8589412030718e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3737633438392294,-142.07153736514886,47.73701476782658,-466.9037462426573,85.0,85.0,0.3,0.544120685892675,50.0,46.87167623686673,-188.94948951448947,-1.762352629285445,-704.4655151548388,12677547.987688188,28.460811353274433,-5.167599010029738,0.0
14.081602021406326,0.01615752307433944,-48.51729684546952,-50.9564570866814,-237.59525178481096,-28.976454973939184,27.963698435255672,1.3326945882305198e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3723193737696775,-142.22642868372412,47.61605020406658,-466.86894016850033,85.0,85.0,0.3,0.5441210216888073,50.0,46.7049268917556,-190.74372552919363,-3.3404068826148148,-704.4641919533112,12677555.811451724,28.460811381790542,-5.167599479744337,0.0
14.0973373116536,0.016359289783326326,-48.85012607283654,-51.444561807776275,-237.076638884129,-29.13309402718454,28.038422497014476,2.220586589108167e-15,1.225,0.0,0.0,-2.8000000000000003,-3.369936300608218,-142.72210011171745,47.27364928741059,-466.7520084994417,85.0,85.0,0.3,0.5435320541958238,50.0,46.779364072929,-191.57222618455398,-4.1709125203656825,-703.8286473835707,12663833.371101497,28.579766265683627,-5.061347464591975,0.0
14.105204956777238,0.016710300301975387,-49.786629681826895,-52.47938705214986,-236.81256888716712,-29.617139859667397,28.47227122254909,1.3320509370760753e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3679236467823728,-142.9270536433092,47.14700984817176,-466.70187588993156,85.0,85.0,0.3,0.5432124171239312,50.0,46.799701346204714,-192.7136833251361,-5.332377203978098,-703.5144447770987,12656386.099893795,28.588720921498687,-5.058725765410789,0.0
14.144543182395426,0.01925610081975056,-56.88204237202119,-60.14764675287026,-235.50505455249572,-33.2453322104581,31.815069762695146,1.3350997495663156e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3558389715138293,-143.9026972873502,46.56325407628342,-466.45949088896634,85.0,85.0,0.3,0.5415488247867865,50.0,46.8494670732436,-200.78473965937138,-13.584392676586837,-701.9645454414621,12617625.817050476,28.504227443347464,-5.174863684252628,0.0
14.151536644727546,0.019663335014483488,-57.86603559941984,-61.44745003232178,-235.2709036017865,-33.83402670776427,32.23713437105784,2.2306165356636614e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3536639382897313,-144.0630603521651,46.43226668859804,-466.42284833456137,85.0,85.0,0.3,0.5412521495985622,50.0,46.965678304986746,-201.92909595158494,-15.015183343723741,-701.6937519363479,12610713.538151724,28.486794925408542,-5.197911404134978,0.0
14.1602784726427,0.020194415959933532,-59.35722225387778,-63.00952815202439,-234.9762589835022,-34.54832440953433,32.91970839243616,1.341738700498659e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3512653409461794,-144.23790332367622,46.355473766013525,-466.3762000301586,85.0,85.0,0.3,0.5408758575156204,50.0,46.948348514541536,-203.595125577554,-16.654054386010863,-701.3524590136608,12601946.253498586,28.45431858225743,-5.237401838184245,0.0
14.1602784726427,0.020151586667910143,-59.3445215328493,-62.820239291541455,-234.97270648405032,-34.47636541571133,32.94306297404691,-6.923189253931738e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3517834057458296,-144.21072549421308,46.4188520367851,-466.3783008457266,85.0,85.0,0.3,0.5408758044817986,50.0,46.86881309738373,-203.55524702706236,-16.401387254756358,-701.3510073297768,12601945.017855758,28.454318558241248,-5.237401441873917,0.0
14.17611931348243,0.02105048292856612,-61.80288608355122,-65.49158904196074,-234.43644417151265,-35.686049060621556,34.04972408616352,1.3315762684304217e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3477428749426683,-144.5043170652395,46.28778287261811,-466.29999653203487,85.0,85.0,0.3,0.5401941954899474,50.0,46.88796144780124,-206.3072031487907,-19.203806169342627,-700.7364407035475,12586064.109581051,28.395460059670636,-5.308965385437144,0.0
14.184039733902294,0.021335010400711972,-62.51415173032719,-66.28375784173045,-234.15544974415099,-36.01395295275798,34.33900734932824,1.3312549843573134e-15,1.225,0.0,0.0,-2.8000000000000003,-3.346140290442883,-144.5999959949734,46.27591245091,-466.2712893335069,85.0,85.0,0.3,0.539853839061187,50.0,46.901267251881,-207.1141477253006,-20.00784539082045,-700.4267390776579,12578134.095026564,28.366025545951203,-5.344733904255466,0.0
14.223641836001619,0.02180683294255972,-63.10833584526631,-67.18134739600961,-232.7131693426162,-36.14871563932655,34.32643606857111,-4.338159451288854e-19,1.225,0.0,0.0,-2.8000000000000003,-3.3408199290929113,-144.9925750720601,46.30410005634252,-466.1454418030089,85.0,85.0,0.3,0.5381994108291973,50.0,47.00956922953999,-208.10091091732642,-20.877247339667093,-698.8586111456251,12539587.328018744,28.309574654721445,-5.432834034459076,0.0
14.230682209708164,0.02161009502614995,-62.28851828417428,-66.50202119646411,-232.43807586720513,-35.770278909933296,33.871771712678665,4.459314079581195e-16,1.225,0.0,0.0,-2.8000000000000003,-3.340642468669064,-145.00277935257,46.33634566009253,-466.1388646115407,85.0,85.0,0.3,0.5379116306250716,50.0,47.094759494245174,-207.29129763674428,-20.16567553637158,-698.5769404787459,12532882.294664385,28.31042904813802,-5.437595224991604,0.0
14.239482676841348,0.021460593557101053,-61.6493470354944,-65.863788094794,-232.10265838774183,-35.38602478091161,33.48811201970619,4.461719490376336e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3400356775545585,-145.0414871867117,46.40175968905951,-466.12006626883135,85.0,85.0,0.3,0.5375514145187316,50.0,47.11511379205694,-206.6908342222061,-19.462028405734493,-698.2227246565732,12524489.566557437,28.311496826096896,-5.443542397488453,0.0
14.239482676841348,0.02162516293894275,-62.19389131312508,-66.3368877253892,-232.11653090450045,-35.606095946101945,33.74933829919988,-1.2361719459113973e-18,1.225,0.0,0.0,-2.8000000000000003,-3.339506856261092,-145.09063040355284,46.381880317058744,-466.1067502505945,85.0,85.0,0.3,0.5375507716650348,50.0,47.066630449824544,-207.28452171667792,-19.95500740833046,-698.2232811550949,12524474.58861449,28.31149683325534,-5.443542518096985,0.0
14.255640583895568,0.02140681351124114,-61.16802093232425,-65.37790384955962,-231.50107347999793,-35.00925114450727,33.1194478606548,1.3310331513802173e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3382724242160418,-145.1496796092388,46.500480294934206,-466.07609176976206,85.0,85.0,0.3,0.5368834919470834,50.0,47.12757922479816,-206.31770054156306,-18.87742355462541,-697.57716524976,12508927.540202497,28.30114628389346,-5.466768051072824,0.0
14.263719537422677,0.021218894943176383,-60.4213334361276,-64.64387965999815,-231.18238308213105,-34.586855762519725,32.691022100193024,-1.559956011392042e-18,1.225,0.0,0.0,-2.8000000000000003,-3.3378410795632987,-145.1247432607299,46.617450163617086,-466.07194492976635,85.0,85.0,0.3,0.5365447202885602,50.0,47.15775232699835,-205.54607669685748,-18.026429496381063,-697.2543280118974,12501034.449443137,28.28449124142284,-5.4898411708904975,0.0
14.304114305058224,0.020370333586263143,-57.0145239618981,-61.29849648690885,-229.5913034854462,-32.64017190720972,30.715504534657626,1.3364383333047844e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3353791106500217,-144.95955589367276,47.24451130441874,-466.05907385442805,85.0,85.0,0.3,0.5348383654402594,50.0,47.305502379990926,-201.97407985557086,-14.053985182490116,-695.6503773398742,12461277.836555192,28.173669797960635,-5.632731821321723,0.0
14.311295597082323,0.020518374459310946,-57.374443928940224,-61.6232504264269,-229.31564966038127,-32.758589185256696,30.856570571601367,2.2364022057065415e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3344808486168995,-144.93315508533865,47.34145069443345,-466.0572462523702,85.0,85.0,0.3,0.5345142163120639,50.0,47.27503469111122,-202.30759901427888,-14.281799731993452,-695.3728959127515,12453725.43828324,28.110817350864366,-5.7012745223813095,0.0
14.320272212112444,0.020579083146434952,-57.38322109600898,-61.67045021525661,-228.96062357068945,-32.72122912508526,30.80233968617908,3.567285884539893e-15,1.225,0.0,0.0,-2.8000000000000003,-3.3334594880686126,-144.83794899075468,47.545729882299526,-466.06579649686506,85.0,85.0,0.3,0.5341085712340865,50.0,47.29162796472037,-202.22117008676366,-14.124720332957082,-695.0264200675545,12444274.253876256,28.032243927677985,-5.786955510563924,0.0
14.320272212112444,0.020507419684558804,-57.112103086233326,-61.46024411242112,-228.9538316083335,-32.604507136175116,30.652614434608587,8.862824220752894e-16,1.225,0.0,0.0,-2.8000000000000003,-3.3333760680693243,-144.8033510075668,47.593459339673885,-466.0716755412673,85.0,85.0,0.3,0.5341076744292571,50.0,47.32973278273326,-201.91545409380012,-13.866784772747238,-695.0255071496008,12444253.359088477,28.032243903788636,-5.786955091073528,0.0
14.33647514045962,0.020602338179940557,-57.08532364622095,-61.48680852570463,-228.3129933415324,-32.50368503129259,30.529689111141398,1.3301815986157556e-15,1.225,0.0,0.0,-2.8000000000000003,-3.331489238476115,-144.6339858193121,47.95471497935469,-466.0867802220643,85.0,85.0,0.3,0.5333759908412855,50.0,47.353590862174514,-201.71930946553306,-13.532093546349941,-694.3997735635967,12427205.755424786,27.890396074493296,-5.9416275200174615,0.0
