Time(s),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),EstimatedIntegrationError,EulerAngleX(rad),EulerAngleY(rad),EulerAngleZ(rad),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s)
0.13418068694082247,-0.014426945978883027,-0.04229340103795535,-1.4712033892143816e-16,1.1278068196466439e-10,3.1406512139229896,0.0027511825549831575,1.5707950285175984,0.9999989430862036,-0.0004707184777092123,-0.0013755909968263436,0.01713473106647951,-0.0059217548552451,774.4851912368609,0.2527248575918877,-0.08699269456110574,58.96556867710556
0.14688207123672828,-0.015913579130257424,-0.04667161241996708,-1.5821545727488655e-16,1.3645081938468993e-06,3.1404585461282397,0.003316109484511367,1.5707944422408768,0.9999984646532514,-0.0005670513585850106,-0.001658054250296829,0.02048655778249394,-0.007075186103267732,775.2397612010787,0.2749761867751455,-0.09459625110992209,59.85137486472045
0.15984108687875753,-0.017456282880236897,-0.05118992923795199,-1.6916006706632264e-16,7.02080686727918e-10,3.1402423721983648,0.003950166985225477,1.5707936546150154,0.9999978216170954,-0.0006751366886906938,-0.0019750826604035703,0.0241937841958177,-0.008350289155357037,776.0212314143847,0.29703353881126165,-0.10217871307827563,60.7550195298062
0.17306294160804764,-0.019081097104156654,-0.05582954803025678,-1.869373469131664e-16,1.7604035766274658e-09,3.140000879188965,0.0046576343136585955,1.5707926139619166,0.999996971590926,-0.0007958806349376792,-0.002328815791728051,0.028264940438174048,-0.009751953737582891,776.8306198312779,0.31862775366192275,-0.10982734315193346,61.67686124621422
0.1865536764519782,-0.020792684595927036,-0.060589086778785564,-2.1071765799141346e-16,3.079058875245748e-07,3.1397319700598505,0.005442893326127613,1.5707912585435404,0.9999958641032549,-0.0009303312891053572,-0.002721444483601347,0.03270630492890822,-0.01128561627378282,777.6690298583771,0.339621725294192,-0.11751607951065772,62.61731261048307
0.20031912308011213,-0.022594996463385236,-0.06546699727992013,-2.0680297000042452e-16,6.139575781338776e-09,3.1394333990222827,0.0063104789075173005,1.5707895149226097,0.9999944394473483,-0.001079610953365787,-0.0031552360566530183,0.037522117852704644,-0.01295642725020447,778.5375889851567,0.35986858011808576,-0.1252099975950699,63.576770747652816
0.21436517007928219,-0.02448900897781764,-0.07046352435057193,-2.067886386249689e-16,9.893198148050184e-09,3.1391027734751047,0.007265097593352949,1.5707872961324527,0.9999926273794402,-0.0012449151198992163,-0.0036325436141009314,0.042714365041152384,-0.014769100020107314,779.437466065705,0.37922416532362324,-0.1328543736458277,64.55563551484849
0.22869801661309788,-0.026475581601882563,-0.0755782992367491,-2.1224334952912206e-16,1.529964483185751e-08,3.1387375826191146,0.008311675681394397,1.570784499551382,0.9999903456161384,-0.0014274980970524214,-0.004155830085403145,0.048282710854713355,-0.01672761757060992,780.3698893256819,0.39752807096975196,-0.14038820087639567,65.55432746017865
0.2433239284861569,-0.028558184893342803,-0.08080772616138754,-2.1892018489155485e-16,2.0686482725077062e-07,3.1383351599499076,0.009455306475982085,1.5707810047588593,0.9999874983049054,-0.0016286916795358781,-0.004727641833749076,0.05422372880981762,-0.018835226785190267,781.3361328405783,0.4145856686665518,-0.14775639606065452,66.57327098293096
0.25824932428642394,-0.03073700847341547,-0.08614993663859456,-2.6062816939005516e-16,3.053475286744238e-08,3.1378926701246384,0.01070124184606668,1.5707766710213171,0.9999839743012874,-0.0018499116105140697,-0.005350604417311908,0.06053038450883607,-0.021094298452328363,782.3375239215233,0.4302011815780653,-0.15488178447061476,67.61289948980149
0.2734807246253603,-0.03299960389516641,-0.09161285074055416,-2.634671983981199e-16,4.0730601404907945e-08,3.1374072567920614,0.012055007816900642,1.5707713340908942,0.999979645080142,-0.0020925835354932026,-0.006027480363004369,0.06719228026199948,-0.023505432082954664,783.3754416752342,0.4442263061667407,-0.16162316005431412,68.67365088928565
0.2890249209426595,-0.03534490862671778,-0.09719309374803854,-2.457859630387362e-16,7.825770810503637e-06,3.1368760392381367,0.013522410794319414,1.5707648031694772,0.9999743625234493,-0.002358144518340567,-0.006761172251789073,0.07419507599126089,-0.02606724406818988,784.4513306374558,0.45642292108615135,-0.1678842752002388,69.7559815132362
0.30488881695460024,-0.037776870335401204,-0.10288110499521337,-2.9377013921214944e-16,8.568979537403776e-08,3.136295990992332,0.01510939738285403,1.5707568580810616,0.9999679568724652,-0.0026481035430043444,-0.007554652596804398,0.08151898878192736,-0.02877664904910607,785.5666923943014,0.4664997305263069,-0.17358277763727792,70.86035393722445
0.3210770192955526,-0.040346935025674754,-0.10862151873162051,-2.6870250891983308e-16,1.334119013923266e-07,3.1356636387955725,0.01682141102882085,1.5707472492408916,0.9999602365422329,-0.0029641918151612477,-0.008410642135307164,0.08913476483080349,-0.03162984988910422,786.7229142278295,0.473889834740069,-0.17883231366367308,71.98707150130238
0.33759918577665027,-0.043078571404979255,-0.11438329842765378,-2.5697184617784543e-16,2.7327400744353898e-05,3.134974399929601,0.018663782472842113,1.5707356913042354,0.9999509837788149,-0.0033086937879860173,-0.00933180501725281,0.09700441770888522,-0.03462485275475376,787.9217948278433,0.4781637006095337,-0.18360670456012176,73.13678326617998
0.3544627362442909,-0.0459729155485602,-0.12015135877499579,-2.2033796914337515e-16,2.1210756814525146e-07,3.134223387745693,0.02064142358473304,1.5707218604192676,0.9999399547588805,-0.003684044082510773,-0.010320595688816115,0.10507982519711356,-0.03775741196394576,789.1650331720045,0.47897640125762075,-0.18777060177722874,74.30997754860549
0.3716661136413496,-0.04888038595906342,-0.1260416079317823,-2.4513697439720015e-16,1.945415819359627e-07,3.1334069814068677,0.022758961709146146,1.570705390139296,0.9999268803907571,-0.004092042277688495,-0.011379326024780909,0.11330424939323944,-0.04101420565668406,790.4537084164001,0.4766657075528582,-0.19055912777739833,75.50651071006472
0.38922607926653785,-0.051733684311044435,-0.13210115214345255,-2.4037388684217756e-16,9.556328423208662e-06,3.1325229485007853,0.025025305793016726,1.5706858332326512,0.9999114377676797,-0.004533790738721371,-0.012512448228089964,0.12163066680408541,-0.04437190213414215,791.790321037407,0.4711226574299169,-0.19154523575746132,76.72751393361355
0.40715064715917487,-0.05452675416516939,-0.13831286511819146,-2.4382302717500196e-16,1.8328201819629223e-07,3.131569864351589,0.027448736723261244,1.570662691775575,0.9998932688690435,-0.005009984684570659,-0.013724099969627616,0.12999833826778281,-0.04779928808429009,793.1767960757728,0.4618862445990667,-0.1905539615303904,77.97350737508037
0.4254446709814847,-0.057334309367586725,-0.14457969981636254,-2.74421569578148e-16,2.2298304956686258e-07,3.130545850793896,0.03003637615227644,1.5706354211209579,0.9998719803480249,-0.005521542227913658,-0.01501783872823389,0.13832887015431922,-0.05126214090419335,794.614874316944,0.44807580953945103,-0.18772489718264176,79.24478743166519
0.4441198613483268,-0.06017163264444874,-0.15085714529679717,-2.7077009909561307e-16,2.636702188460187e-06,3.129447571057083,0.03279506679139489,1.5706034163163387,0.9998471330711505,-0.006070106022209205,-0.01639708182845157,0.14652707886145244,-0.05472630362115794,796.1069004677972,0.42905371538084613,-0.18293672588336882,80.54211839945366
0.46318484263993653,-0.06301740372385306,-0.15712724120833854,-2.8569355236697544e-16,2.5308869862478446e-07,3.128271854808747,0.03573088500914132,1.5705660128404542,0.9998182474607152,-0.006657230050473879,-0.01786486265925847,0.1544795835708612,-0.05815073988439123,797.6550555422331,0.40430204923497787,-0.1759129929543151,81.86604198928764
0.4826475561789739,-0.0658194739177174,-0.16339432676490726,-2.7841272402961177e-16,1.0547970833259048e-06,3.1270162921965983,0.03884992912019607,1.570522475377622,0.999784797658625,-0.007284081601118433,-0.01942422467324721,0.16205698205751878,-0.061484654957914366,799.2615388705063,0.37338387323810607,-0.1662512307036483,83.21704460709562
